Title,PDF URL,DOI,Published Date,Primary Category,Entry ID,Citation Count,Paper ID
aspect-based opinion extraction from customer reviews,http://arxiv.org/pdf/1404.1982v1,,08/04/2014 02:19,cs.CL,http://arxiv.org/abs/1404.1982v1,0,2369
equalizing gender biases in neural machine translation with word embeddings techniques,http://arxiv.org/pdf/1901.03116v2,,10/01/2019 12:06,cs.CL,http://arxiv.org/abs/1901.03116v2,0,2380
tensorized embedding layers for efficient model compression,http://arxiv.org/pdf/1901.10787v2,,30/01/2019 12:43,cs.CL,http://arxiv.org/abs/1901.10787v2,0,2381
"identification, interpretability, and bayesian word embeddings",http://arxiv.org/pdf/1904.01628v1,,02/04/2019 20:12,cs.CL,http://arxiv.org/abs/1904.01628v1,0,2386
processamento de linguagem natural em português e aprendizagem profunda para o domínio de óleo e gás,http://arxiv.org/pdf/1908.01674v2,,05/08/2019 16:05,cs.CL,http://arxiv.org/abs/1908.01674v2,0,2389
combining axiom injection and knowledge base completion for efficient natural language inference,http://arxiv.org/pdf/1811.06203v1,,15/11/2018 06:40,cs.CL,http://arxiv.org/abs/1811.06203v1,0,2409
is artificial data useful for biomedical natural language processing algorithms?,http://arxiv.org/pdf/1907.01055v2,,01/07/2019 21:17,cs.CL,http://arxiv.org/abs/1907.01055v2,0,2411
neural unsupervised domain adaptation in nlp---a survey,http://arxiv.org/pdf/2006.00632v2,,31/05/2020 23:34,cs.CL,http://arxiv.org/abs/2006.00632v2,0,2417
extending the abstraction of personality types based on mbti with machine learning and natural language processing,http://arxiv.org/pdf/2105.11798v1,,25/05/2021 11:00,cs.CL,http://arxiv.org/abs/2105.11798v1,0,2440
the application of active query k-means in text classification,http://arxiv.org/pdf/2107.07682v1,,16/07/2021 04:06,cs.CL,http://arxiv.org/abs/2107.07682v1,0,2443
don't search for a search method -- simple heuristics suffice for adversarial text attacks,http://arxiv.org/pdf/2109.07926v2,,16/09/2021 13:22,cs.CL,http://arxiv.org/abs/2109.07926v2,0,2445
open-domain clarification question generation without question examples,http://arxiv.org/pdf/2110.09779v1,,19/10/2021 08:51,cs.CL,http://arxiv.org/abs/2110.09779v1,0,2450
turkish sentiment analysis using machine learning methods: application on online food order site reviews,http://arxiv.org/pdf/2201.03848v1,,11/01/2022 09:13,cs.CL,http://arxiv.org/abs/2201.03848v1,0,2453
tsm: measuring the enticement of honeyfiles with natural language processing,http://arxiv.org/pdf/2203.07580v1,,15/03/2022 01:07,cs.CL,http://arxiv.org/abs/2203.07580v1,0,2455
classification of natural language processing techniques for requirements engineering,http://arxiv.org/pdf/2204.04282v1,,08/04/2022 21:28,cs.CL,http://arxiv.org/abs/2204.04282v1,0,2459
sentiment analysis with r: natural language processing for semi-automated assessments of qualitative data,http://arxiv.org/pdf/2206.12649v1,,25/06/2022 14:25,cs.CL,http://arxiv.org/abs/2206.12649v1,0,2468
enhancements to the boun treebank reflecting the agglutinative nature of turkish,http://arxiv.org/pdf/2207.11782v1,,24/07/2022 18:56,cs.CL,http://arxiv.org/abs/2207.11782v1,0,2469
combating high variance in data-scarce implicit hate speech classification,http://arxiv.org/pdf/2208.13595v1,,29/08/2022 14:45,cs.CL,http://arxiv.org/abs/2208.13595v1,0,2474
dyrex: dynamic query representation for extractive question answering,http://arxiv.org/pdf/2210.15048v1,,26/10/2022 22:26,cs.CL,http://arxiv.org/abs/2210.15048v1,0,2479
a critical reflection and forward perspective on empathy and natural language processing,http://arxiv.org/pdf/2210.16604v1,,29/10/2022 14:57,cs.CL,http://arxiv.org/abs/2210.16604v1,0,2480
"discover, explanation, improvement: an automatic slice detection framework for natural language processing",http://arxiv.org/pdf/2211.04476v2,,08/11/2022 19:00,cs.CL,http://arxiv.org/abs/2211.04476v2,0,2481
sta: self-controlled text augmentation for improving text classifications,http://arxiv.org/pdf/2302.12784v1,,24/02/2023 17:54,cs.CL,http://arxiv.org/abs/2302.12784v1,0,2489
self-improving-leaderboard(sil): a call for real-world centric natural language processing leaderboards,http://arxiv.org/pdf/2303.10888v1,,20/03/2023 06:13,cs.CL,http://arxiv.org/abs/2303.10888v1,0,2491
convolutional neural networks for sentiment analysis on weibo data: a natural language processing approach,http://arxiv.org/pdf/2307.06540v1,,13/07/2023 04:02,cs.CL,http://arxiv.org/abs/2307.06540v1,0,2504
climatenlp: analyzing public sentiment towards climate change using natural language processing,http://arxiv.org/pdf/2310.08099v1,,12/10/2023 08:48,cs.CL,http://arxiv.org/abs/2310.08099v1,0,2510
nlnde: the neither-language-nor-domain-experts' way of spanish medical document de-identification,http://arxiv.org/pdf/2007.01030v1,,02/07/2020 12:30,cs.CL,http://arxiv.org/abs/2007.01030v1,0,2530
end-to-end spoken language understanding using transformer networks and self-supervised pre-trained features,http://arxiv.org/pdf/2011.08238v1,,16/11/2020 19:30,cs.CL,http://arxiv.org/abs/2011.08238v1,0,2531
application of lexical features towards improvement of filipino readability identification of children's literature,http://arxiv.org/pdf/2101.10537v1,,22/01/2021 19:54,cs.CL,http://arxiv.org/abs/2101.10537v1,0,2534
a dataset of kurdish (sorani) named entities -- an amendment to kurdish-blark named entities,http://arxiv.org/pdf/2301.04962v1,,12/01/2023 12:13,cs.CL,http://arxiv.org/abs/2301.04962v1,0,2551
connecting large language models with evolutionary algorithms yields powerful prompt optimizers,http://arxiv.org/pdf/2309.08532v1,,15/09/2023 17:50,cs.CL,http://arxiv.org/abs/2309.08532v1,0,2579
efficient transformer-based large scale language representations using hardware-friendly block structured pruning,http://arxiv.org/pdf/2009.08065v4,,17/09/2020 05:45,cs.CL,http://arxiv.org/abs/2009.08065v4,0,2587
dpcspell: a transformer-based detector-purificator-corrector framework for spelling error correction of bangla and resource scarce indic languages,http://arxiv.org/pdf/2211.03730v1,,07/11/2022 17:59,cs.CL,http://arxiv.org/abs/2211.03730v1,0,2597
toward efficient language model pretraining and downstream adaptation via self-evolution: a case study on superglue,http://arxiv.org/pdf/2212.01853v1,,04/12/2022 15:36,cs.CL,http://arxiv.org/abs/2212.01853v1,0,2600
"colexifications for bootstrapping cross-lingual datasets: the case of phonology, concreteness, and affectiveness",http://arxiv.org/pdf/2306.02646v1,,05/06/2023 08:32,cs.CL,http://arxiv.org/abs/2306.02646v1,0,2607
factllama: optimizing instruction-following language models with external knowledge for automated fact-checking,http://arxiv.org/pdf/2309.00240v1,,01/09/2023 05:14,cs.CL,http://arxiv.org/abs/2309.00240v1,0,2612
towards structural natural language formalization: mapping discourse to controlled natural language,http://arxiv.org/pdf/1312.2087v1,,07/12/2013 11:19,cs.CL,http://arxiv.org/abs/1312.2087v1,0,2616
sense2vec - a fast and accurate method for word sense disambiguation in neural word embeddings,http://arxiv.org/pdf/1511.06388v1,,19/11/2015 21:22,cs.CL,http://arxiv.org/abs/1511.06388v1,0,2676
rare disease identification from clinical notes with ontologies and weak supervision,http://arxiv.org/pdf/2105.01995v3,,05/05/2021 12:49,cs.CL,http://arxiv.org/abs/2105.01995v3,0,2683
"causal transformers perform below chance on recursive nested constructions, unlike humans",http://arxiv.org/pdf/2110.07240v1,,14/10/2021 10:22,cs.CL,http://arxiv.org/abs/2110.07240v1,0,2686
short text pre-training with extended token classification for e-commerce query understanding,http://arxiv.org/pdf/2210.03915v1,,08/10/2022 05:50,cs.CL,http://arxiv.org/abs/2210.03915v1,0,2689
a distributed automatic domain-specific multi-word term recognition architecture using spark ecosystem,http://arxiv.org/pdf/2305.16343v1,,24/05/2023 11:05,cs.CL,http://arxiv.org/abs/2305.16343v1,0,2694
a differentiable language model adversarial attack on text classifiers,http://arxiv.org/pdf/2107.11275v1,,23/07/2021 15:43,cs.CL,http://arxiv.org/abs/2107.11275v1,0,2722
utilizing background knowledge for robust reasoning over traffic situations,http://arxiv.org/pdf/2212.07798v1,,04/12/2022 09:17,cs.CL,http://arxiv.org/abs/2212.07798v1,0,2729
text2kgbench: a benchmark for ontology-driven knowledge graph generation from text,http://arxiv.org/pdf/2308.02357v1,,04/08/2023 15:47,cs.CL,http://arxiv.org/abs/2308.02357v1,0,2736
detecting sub-topic correspondence through bipartite term clustering,http://arxiv.org/pdf/cs/9908001v1,,01/08/1999 15:02,cs.CL,http://arxiv.org/abs/cs/9908001v1,0,2751
comparing two trainable grammatical relations finders,http://arxiv.org/pdf/cs/0008004v1,,08/08/2000 23:42,cs.CL,http://arxiv.org/abs/cs/0008004v1,0,2753
more accurate tests for the statistical significance of result differences,http://arxiv.org/pdf/cs/0008005v1,,09/08/2000 00:52,cs.CL,http://arxiv.org/abs/cs/0008005v1,0,2754
using existing systems to supplement small amounts of annotated grammatical relations training data,http://arxiv.org/pdf/cs/0010020v1,,11/10/2000 23:30,cs.CL,http://arxiv.org/abs/cs/0010020v1,0,2757
computational properties of environment-based disambiguation,http://arxiv.org/pdf/cs/0106011v1,,07/06/2001 16:47,cs.CL,http://arxiv.org/abs/cs/0106011v1,0,2758
integrating multiple knowledge sources for robust semantic parsing,http://arxiv.org/pdf/cs/0109023v1,,17/09/2001 15:41,cs.CL,http://arxiv.org/abs/cs/0109023v1,0,2760
scaling construction grammar up to production systems: the scim,http://arxiv.org/pdf/cs/0611069v1,,15/11/2006 12:35,cs.CL,http://arxiv.org/abs/cs/0611069v1,0,2763
ludics and its applications to natural language semantics,http://arxiv.org/pdf/0910.1484v1,,08/10/2009 13:21,cs.CL,http://arxiv.org/abs/0910.1484v1,0,2764
construction du lexique lglex à partir des tables du lexique-grammaire des verbes du grec moderne,http://arxiv.org/pdf/1111.3153v1,,14/11/2011 09:34,cs.CL,http://arxiv.org/abs/1111.3153v1,0,2767
robustly leveraging prior knowledge in text classification,http://arxiv.org/pdf/1503.00841v1,,03/03/2015 06:59,cs.CL,http://arxiv.org/abs/1503.00841v1,0,2773
a framework for comparing groups of documents,http://arxiv.org/pdf/1508.05902v1,,24/08/2015 19:14,cs.CL,http://arxiv.org/abs/1508.05902v1,0,2777
building memory with concept learning capabilities from large-scale knowledge base,http://arxiv.org/pdf/1512.01173v1,,03/12/2015 17:52,cs.CL,http://arxiv.org/abs/1512.01173v1,0,2780
efficient parallel learning of word2vec,http://arxiv.org/pdf/1606.07822v1,,24/06/2016 21:05,cs.CL,http://arxiv.org/abs/1606.07822v1,0,2783
improving historical spelling normalization with bi-directional lstms and multi-task learning,http://arxiv.org/pdf/1610.07844v1,,25/10/2016 13:30,cs.CL,http://arxiv.org/abs/1610.07844v1,0,2788
de-identification in practice,http://arxiv.org/pdf/1701.03129v1,,11/01/2017 19:22,cs.CL,http://arxiv.org/abs/1701.03129v1,0,2791
be precise or fuzzy: learning the meaning of cardinals and quantifiers from vision,http://arxiv.org/pdf/1702.05270v1,,17/02/2017 09:26,cs.CL,http://arxiv.org/abs/1702.05270v1,0,2792
why we have switched from building full-fledged taxonomies to simply detecting hypernymy relations,http://arxiv.org/pdf/1703.04178v2,,12/03/2017 21:07,cs.CL,http://arxiv.org/abs/1703.04178v2,0,2793
joint learning of correlated sequence labelling tasks using bidirectional recurrent neural networks,http://arxiv.org/pdf/1703.04650v3,,14/03/2017 18:26,cs.CL,http://arxiv.org/abs/1703.04650v3,0,2794
leveraging sparse and dense feature combinations for sentiment classification,http://arxiv.org/pdf/1708.03940v1,,13/08/2017 18:38,cs.CL,http://arxiv.org/abs/1708.03940v1,0,2799
sentiment classification using images and label embeddings,http://arxiv.org/pdf/1712.00725v1,,03/12/2017 07:20,cs.CL,http://arxiv.org/abs/1712.00725v1,0,2802
efficiency through auto-sizing: notre dame nlp's submission to the wngt efficiency task,http://arxiv.org/pdf/1910.07134v1,,16/10/2019 03:22,cs.CL,http://arxiv.org/abs/1910.07134v1,0,2815
transfer and multi-task learning for noun-noun compound interpretation,http://arxiv.org/pdf/1809.06748v1,,18/09/2018 15:01,cs.CL,http://arxiv.org/abs/1809.06748v1,0,2837
deep learning embeddings for discontinuous linguistic units,http://arxiv.org/pdf/1312.5129v2,,18/12/2013 13:34,cs.CL,http://arxiv.org/abs/1312.5129v2,0,2839
neural vector conceptualization for word vector space interpretation,http://arxiv.org/pdf/1904.01500v1,,02/04/2019 16:39,cs.CL,http://arxiv.org/abs/1904.01500v1,0,2840
a survey on why-type question answering systems,http://arxiv.org/pdf/1911.04879v1,,12/11/2019 14:25,cs.CL,http://arxiv.org/abs/1911.04879v1,0,2847
duth at semeval-2020 task 11: bert with entity mapping for propaganda classification,http://arxiv.org/pdf/2008.09894v2,,22/08/2020 19:18,cs.CL,http://arxiv.org/abs/2008.09894v2,0,2858
adversarial multi-binary neural network for multi-class classification,http://arxiv.org/pdf/2003.11184v1,,25/03/2020 02:19,cs.CL,http://arxiv.org/abs/2003.11184v1,0,2874
recent trends in the use of deep learning models for grammar error handling,http://arxiv.org/pdf/2009.02358v1,,04/09/2020 19:50,cs.CL,http://arxiv.org/abs/2009.02358v1,0,2876
langsmith: an interactive academic text revision system,http://arxiv.org/pdf/2010.04332v1,,09/10/2020 03:35,cs.CL,http://arxiv.org/abs/2010.04332v1,0,2878
an analysis of simple data augmentation for named entity recognition,http://arxiv.org/pdf/2010.11683v1,,22/10/2020 14:21,cs.CL,http://arxiv.org/abs/2010.11683v1,0,2879
domain-transferable method for named entity recognition task,http://arxiv.org/pdf/2011.12170v1,,24/11/2020 15:45,cs.CL,http://arxiv.org/abs/2011.12170v1,0,2882
from syntactic structure to semantic relationship: hypernym extraction from definitions by recurrent neural networks using the part of speech information,http://arxiv.org/pdf/2012.03418v1,,07/12/2020 02:18,cs.CL,http://arxiv.org/abs/2012.03418v1,0,2884
meistermorxrc at semeval-2020 task 9: fine-tune bert and multitask learning for sentiment analysis of code-mixed tweets,http://arxiv.org/pdf/2101.03028v1,,15/12/2020 10:42,cs.CL,http://arxiv.org/abs/2101.03028v1,0,2886
adapting marbert for improved arabic dialect identification: submission to the nadi shared task,http://arxiv.org/pdf/2103.01065v1,,01/03/2021 15:19,cs.CL,http://arxiv.org/abs/2103.01065v1,0,2893
"architectures of meaning, a systematic corpus analysis of nlp systems",http://arxiv.org/pdf/2107.08124v1,,16/07/2021 22:10,cs.CL,http://arxiv.org/abs/2107.08124v1,0,2897
"document ai: benchmarks, models and applications",http://arxiv.org/pdf/2111.08609v1,,16/11/2021 16:43,cs.CL,http://arxiv.org/abs/2111.08609v1,0,2906
state of the art in artificial intelligence applied to the legal domain,http://arxiv.org/pdf/2204.07047v1,,10/03/2022 16:20,cs.CL,http://arxiv.org/abs/2204.07047v1,0,2917
who is we? disambiguating the referents of first person plural pronouns in parliamentary debates,http://arxiv.org/pdf/2205.14182v1,,27/05/2022 19:18,cs.CL,http://arxiv.org/abs/2205.14182v1,0,2923
detecting label errors in token classification data,http://arxiv.org/pdf/2210.03920v1,,08/10/2022 06:14,cs.CL,http://arxiv.org/abs/2210.03920v1,0,2929
"eleutherai: going beyond ""open science"" to ""science in the open""",http://arxiv.org/pdf/2210.06413v1,,12/10/2022 18:06,cs.CL,http://arxiv.org/abs/2210.06413v1,0,2931
this joke is [mask]: recognizing humor and offense with prompting,http://arxiv.org/pdf/2210.13985v1,,25/10/2022 14:02,cs.CL,http://arxiv.org/abs/2210.13985v1,0,2934
ta-da: topic-aware domain adaptation for scientific keyphrase identification and classification (student abstract),http://arxiv.org/pdf/2301.06902v1,,30/12/2022 15:07,cs.CL,http://arxiv.org/abs/2301.06902v1,0,2937
inter-annotator agreement in the wild: uncovering its emerging roles and considerations in real-world scenarios,http://arxiv.org/pdf/2306.14373v1,,26/06/2023 02:28,cs.CL,http://arxiv.org/abs/2306.14373v1,0,2947
schema-driven actionable insight generation and smart recommendation,http://arxiv.org/pdf/2307.13176v1,,25/07/2023 00:53,cs.CL,http://arxiv.org/abs/2307.13176v1,0,2951
can prosody aid the automatic classification of dialog acts in conversational speech?,http://arxiv.org/pdf/cs/0006024v1,,11/06/2000 07:00,cs.CL,http://arxiv.org/abs/cs/0006024v1,0,2975
"r$^2$f: a general retrieval, reading and fusion framework for document-level natural language inference",http://arxiv.org/pdf/2210.12328v1,,22/10/2022 03:02,cs.CL,http://arxiv.org/abs/2210.12328v1,0,2993
deep learning and sub-word-unit approach in written art generation,http://arxiv.org/pdf/1901.07426v1,,22/01/2019 15:42,cs.CL,http://arxiv.org/abs/1901.07426v1,0,3008
knowledge efficient deep learning for natural language processing,http://arxiv.org/pdf/2008.12878v1,,29/08/2020 00:32,cs.CL,http://arxiv.org/abs/2008.12878v1,0,3009
knowgraph@iitk at semeval-2021 task 11: building knowledgegraph for nlp research,http://arxiv.org/pdf/2104.01619v1,,04/04/2021 15:33,cs.CL,http://arxiv.org/abs/2104.01619v1,0,3010
"dilbert: customized pre-training for domain adaptation withcategory shift, with an application to aspect extraction",http://arxiv.org/pdf/2109.00571v1,,01/09/2021 19:49,cs.CL,http://arxiv.org/abs/2109.00571v1,0,3018
using natural language processing to predict costume core vocabulary of historical artifacts,http://arxiv.org/pdf/2212.07931v1,,24/11/2022 02:13,cs.CL,http://arxiv.org/abs/2212.07931v1,0,3025
extracting thyroid nodules characteristics from ultrasound reports using transformer-based natural language processing methods,http://arxiv.org/pdf/2304.00115v1,,31/03/2023 21:23,cs.CL,http://arxiv.org/abs/2304.00115v1,0,3026
foundation models for natural language processing -- pre-trained language models integrating media,http://arxiv.org/pdf/2302.08575v1,,16/02/2023 20:42,cs.CL,http://arxiv.org/abs/2302.08575v1,0,3035
"replication of the keyword extraction part of the paper ""'without the clutter of unimportant words': descriptive keyphrases for text visualization""",http://arxiv.org/pdf/1908.07818v1,,15/08/2019 05:09,cs.CL,http://arxiv.org/abs/1908.07818v1,0,3048
arch: efficient adversarial regularized training with caching,http://arxiv.org/pdf/2109.07048v2,,15/09/2021 03:05,cs.CL,http://arxiv.org/abs/2109.07048v2,0,3067
who is chatgpt? benchmarking llms' psychological portrayal using psychobench,http://arxiv.org/pdf/2310.01386v1,,02/10/2023 18:46,cs.CL,http://arxiv.org/abs/2310.01386v1,0,3077
exploiting diversity for natural language parsing,http://arxiv.org/pdf/cs/0006012v1,,05/06/2000 22:33,cs.CL,http://arxiv.org/abs/cs/0006012v1,0,3082
on timeml-compliant temporal expression extraction in turkish,http://arxiv.org/pdf/1509.00963v1,,03/09/2015 08:23,cs.CL,http://arxiv.org/abs/1509.00963v1,0,3086
evaluation method of word embedding by roots and affixes,http://arxiv.org/pdf/1606.07601v1,,24/06/2016 09:35,cs.CL,http://arxiv.org/abs/1606.07601v1,0,3090
an empirical evaluation of various deep learning architectures for bi-sequence classification tasks,http://arxiv.org/pdf/1607.04853v2,,17/07/2016 12:15,cs.CL,http://arxiv.org/abs/1607.04853v2,0,3091
answering questions by learning to rank -- learning to rank by answering questions,http://arxiv.org/pdf/1909.00596v2,,02/09/2019 09:36,cs.CL,http://arxiv.org/abs/1909.00596v2,0,3105
categorization of semantic roles for dictionary definitions,http://arxiv.org/pdf/1806.07711v1,,20/06/2018 14:14,cs.CL,http://arxiv.org/abs/1806.07711v1,0,3113
shap values for explaining cnn-based text classification models,http://arxiv.org/pdf/2008.11825v2,,26/08/2020 22:28,cs.CL,http://arxiv.org/abs/2008.11825v2,0,3122
learning to compose task-specific tree structures,http://arxiv.org/pdf/1707.02786v4,,10/07/2017 11:18,cs.CL,http://arxiv.org/abs/1707.02786v4,0,3126
approach for semi-automatic construction of anti-infective drug ontology based on entity linking,http://arxiv.org/pdf/1812.01887v1,,05/12/2018 10:08,cs.CL,http://arxiv.org/abs/1812.01887v1,0,3129
improving retrieval-based question answering with deep inference models,http://arxiv.org/pdf/1812.02971v2,,07/12/2018 10:44,cs.CL,http://arxiv.org/abs/1812.02971v2,0,3130
docubot : generating financial reports using natural language interactions,http://arxiv.org/pdf/2010.01169v2,,02/10/2020 20:06,cs.CL,http://arxiv.org/abs/2010.01169v2,0,3144
scene graph modification based on natural language commands,http://arxiv.org/pdf/2010.02591v1,,06/10/2020 11:01,cs.CL,http://arxiv.org/abs/2010.02591v1,0,3145
undivided attention: are intermediate layers necessary for bert?,http://arxiv.org/pdf/2012.11881v2,,22/12/2020 08:46,cs.CL,http://arxiv.org/abs/2012.11881v2,0,3149
a character representation enhanced on-device intent classification,http://arxiv.org/pdf/2101.04456v1,,12/01/2021 13:02,cs.CL,http://arxiv.org/abs/2101.04456v1,0,3152
modeling hierarchical structures with continuous recursive neural networks,http://arxiv.org/pdf/2106.06038v1,,10/06/2021 21:42,cs.CL,http://arxiv.org/abs/2106.06038v1,0,3158
human evaluation of creative nlg systems: an interdisciplinary survey on recent papers,http://arxiv.org/pdf/2108.00308v1,,31/07/2021 19:54,cs.CL,http://arxiv.org/abs/2108.00308v1,0,3160
how to select one among all? an extensive empirical study towards the robustness of knowledge distillation in natural language understanding,http://arxiv.org/pdf/2109.05696v2,,13/09/2021 05:08,cs.CL,http://arxiv.org/abs/2109.05696v2,0,3162
listreader: extracting list-form answers for opinion questions,http://arxiv.org/pdf/2110.11692v1,,22/10/2021 11:33,cs.CL,http://arxiv.org/abs/2110.11692v1,0,3164
natural language in requirements engineering for structure inference -- an integrative review,http://arxiv.org/pdf/2202.05065v1,,10/02/2022 14:46,cs.CL,http://arxiv.org/abs/2202.05065v1,0,3165
bi-directional joint neural networks for intent classification and slot filling,http://arxiv.org/pdf/2202.13079v1,,26/02/2022 06:35,cs.CL,http://arxiv.org/abs/2202.13079v1,0,3166
generalized but not robust? comparing the effects of data modification methods on out-of-domain generalization and adversarial robustness,http://arxiv.org/pdf/2203.07653v1,,15/03/2022 05:32,cs.CL,http://arxiv.org/abs/2203.07653v1,0,3168
domain specific fine-tuning of denoising sequence-to-sequence models for natural language summarization,http://arxiv.org/pdf/2204.09716v1,,06/04/2022 19:17,cs.CL,http://arxiv.org/abs/2204.09716v1,0,3170
calibration of natural language understanding models with venn--abers predictors,http://arxiv.org/pdf/2205.10586v2,,21/05/2022 14:09,cs.CL,http://arxiv.org/abs/2205.10586v2,0,3171
csl: a large-scale chinese scientific literature dataset,http://arxiv.org/pdf/2209.05034v1,,12/09/2022 07:10,cs.CL,http://arxiv.org/abs/2209.05034v1,0,3173
learning disentangled representations for natural language definitions,http://arxiv.org/pdf/2210.02898v2,,22/09/2022 15:31,cs.CL,http://arxiv.org/abs/2210.02898v2,0,3175
prompt conditioned vae: enhancing generative replay for lifelong learning in task-oriented dialogue,http://arxiv.org/pdf/2210.07783v2,,14/10/2022 14:12,cs.CL,http://arxiv.org/abs/2210.07783v2,0,3176
word embedding based new corpus for low-resourced language: sindhi,http://arxiv.org/pdf/1911.12579v3,,28/11/2019 08:11,cs.CL,http://arxiv.org/abs/1911.12579v3,0,3217
masakhane -- machine translation for africa,http://arxiv.org/pdf/2003.11529v1,,13/03/2020 09:01,cs.CL,http://arxiv.org/abs/2003.11529v1,0,3220
disentangling homophemes in lip reading using perplexity analysis,http://arxiv.org/pdf/2012.07528v1,,28/11/2020 12:12,cs.CL,http://arxiv.org/abs/2012.07528v1,0,3228
transfer learning approach for arabic offensive language detection system -- bert-based model,http://arxiv.org/pdf/2102.05708v1,,09/02/2021 04:58,cs.CL,http://arxiv.org/abs/2102.05708v1,0,3231
belabbert: a dutch roberta-based language model applied to psychiatric classification,http://arxiv.org/pdf/2106.01091v1,,02/06/2021 12:50,cs.CL,http://arxiv.org/abs/2106.01091v1,0,3233
"lexical simplification benchmarks for english, portuguese, and spanish",http://arxiv.org/pdf/2209.05301v1,,12/09/2022 16:06,cs.CL,http://arxiv.org/abs/2209.05301v1,0,3241
simple is better and large is not enough: towards ensembling of foundational language models,http://arxiv.org/pdf/2308.12272v1,,23/08/2023 18:40,cs.CL,http://arxiv.org/abs/2308.12272v1,0,3264
do large language models know about facts?,http://arxiv.org/pdf/2310.05177v1,,08/10/2023 15:26,cs.CL,http://arxiv.org/abs/2310.05177v1,0,3270
"""mistakes help us grow"": facilitating and evaluating growth mindset supportive language in classrooms",http://arxiv.org/pdf/2310.10637v1,,16/10/2023 18:56,cs.CL,http://arxiv.org/abs/2310.10637v1,0,3271
the generation of textual entailment with nlml in an intelligent dialogue system for language learning csiec,http://arxiv.org/pdf/0802.4326v1,,29/02/2008 06:16,cs.CL,http://arxiv.org/abs/0802.4326v1,0,3279
sentence simplification aids protein-protein interaction extraction,http://arxiv.org/pdf/1001.4273v1,,24/01/2010 20:23,cs.CL,http://arxiv.org/abs/1001.4273v1,0,3280
toward mention detection robustness with recurrent neural networks,http://arxiv.org/pdf/1602.07749v1,,24/02/2016 23:14,cs.CL,http://arxiv.org/abs/1602.07749v1,0,3285
a hybrid word-character approach to abstractive summarization,http://arxiv.org/pdf/1802.09968v2,,27/02/2018 15:31,cs.CL,http://arxiv.org/abs/1802.09968v2,0,3295
out-of-vocabulary embedding imputation with grounded language information by graph convolutional networks,http://arxiv.org/pdf/1906.03753v2,,10/06/2019 02:10,cs.CL,http://arxiv.org/abs/1906.03753v2,0,3299
emotionx-ku: bert-max based contextual emotion classifier,http://arxiv.org/pdf/1906.11565v2,,27/06/2019 12:46,cs.CL,http://arxiv.org/abs/1906.11565v2,0,3301
self-attention based end-to-end hindi-english neural machine translation,http://arxiv.org/pdf/1909.09779v1,,21/09/2019 07:16,cs.CL,http://arxiv.org/abs/1909.09779v1,0,3305
end-to-end named entity recognition and relation extraction using pre-trained language models,http://arxiv.org/pdf/1912.13415v1,,20/12/2019 19:47,cs.CL,http://arxiv.org/abs/1912.13415v1,0,3316
"semantic types, lexical sorts and classifiers",http://arxiv.org/pdf/1312.3168v1,,11/12/2013 14:04,cs.CL,http://arxiv.org/abs/1312.3168v1,0,3317
efficient contextualized representation: language model pruning for sequence labeling,http://arxiv.org/pdf/1804.07827v2,,20/04/2018 22:10,cs.CL,http://arxiv.org/abs/1804.07827v2,0,3319
uniblock: scoring and filtering corpus with unicode block information,http://arxiv.org/pdf/1908.09716v1,,26/08/2019 15:55,cs.CL,http://arxiv.org/abs/1908.09716v1,0,3323
the impact of indirect machine translation on sentiment classification,http://arxiv.org/pdf/2008.11257v1,,25/08/2020 21:30,cs.CL,http://arxiv.org/abs/2008.11257v1,0,3334
an efficient approach to encoding context for spoken language understanding,http://arxiv.org/pdf/1807.00267v1,,01/07/2018 05:11,cs.CL,http://arxiv.org/abs/1807.00267v1,0,3342
evaluation of basic modules for isolated spelling error correction in polish texts,http://arxiv.org/pdf/1905.10810v1,,26/05/2019 15:54,cs.CL,http://arxiv.org/abs/1905.10810v1,0,3346
multi-dialect arabic bert for country-level dialect identification,http://arxiv.org/pdf/2007.05612v1,,10/07/2020 22:11,cs.CL,http://arxiv.org/abs/2007.05612v1,0,3359
anchibert: a pre-trained model for ancient chineselanguage understanding and generation,http://arxiv.org/pdf/2009.11473v2,,24/09/2020 04:41,cs.CL,http://arxiv.org/abs/2009.11473v2,0,3364
an empirical investigation towards efficient multi-domain language model pre-training,http://arxiv.org/pdf/2010.00784v1,,01/10/2020 10:20,cs.CL,http://arxiv.org/abs/2010.00784v1,0,3368
cross-lingual transfer learning for complex word identification,http://arxiv.org/pdf/2010.01108v1,,02/10/2020 18:09,cs.CL,http://arxiv.org/abs/2010.01108v1,0,3369
mvp-bert: redesigning vocabularies for chinese bert and multi-vocab pretraining,http://arxiv.org/pdf/2011.08539v1,,17/11/2020 10:15,cs.CL,http://arxiv.org/abs/2011.08539v1,0,3377
automated essay scoring using efficient transformer-based language models,http://arxiv.org/pdf/2102.13136v1,,25/02/2021 19:28,cs.CL,http://arxiv.org/abs/2102.13136v1,0,3388
defending pre-trained language models from adversarial word substitutions without performance sacrifice,http://arxiv.org/pdf/2105.14553v1,,30/05/2021 15:24,cs.CL,http://arxiv.org/abs/2105.14553v1,0,3396
groupbert: enhanced transformer architecture with efficient grouped structures,http://arxiv.org/pdf/2106.05822v1,,10/06/2021 16:41,cs.CL,http://arxiv.org/abs/2106.05822v1,0,3398
