Title,PdfUrl,PublishedDate,PrimaryCategory,PaperId,PublishedYear
transformation of dense and sparse text representations,http://arxiv.org/pdf/1911.02914v1,07/11/2019 14:06,cs.CL,3050,2019
probing contextualized sentence representations with visual awareness,http://arxiv.org/pdf/1911.02971v1,07/11/2019 16:34,cs.CL,3051,2019
inset: sentence infilling with inter-sentential transformer,http://arxiv.org/pdf/1911.03892v2,10/11/2019 10:41,cs.CL,3052,2019
bertsel: answer selection with pre-trained models,http://arxiv.org/pdf/1905.07588v1,18/05/2019 14:35,cs.CL,3055,2019
predicting research trends from arxiv,http://arxiv.org/pdf/1903.02831v1,07/03/2019 11:06,cs.CL,3099,2019
benchmarking natural language understanding services for building conversational agents,http://arxiv.org/pdf/1903.05566v3,13/03/2019 16:08,cs.CL,3100,2019
jointly learning semantic parser and natural language generator via dual information maximization,http://arxiv.org/pdf/1906.00575v3,03/06/2019 06:00,cs.CL,3101,2019
sherliic: a typed event-focused lexical inference benchmark for evaluating natural language inference,http://arxiv.org/pdf/1906.01393v1,04/06/2019 14:07,cs.CL,3102,2019
representation learning for words and entities,http://arxiv.org/pdf/1906.05651v1,12/06/2019 18:29,cs.CL,3103,2019
generating long and informative reviews with aspect-aware coarse-to-fine decoding,http://arxiv.org/pdf/1906.05667v2,11/06/2019 07:59,cs.CL,3104,2019
answering questions by learning to rank -- learning to rank by answering questions,http://arxiv.org/pdf/1909.00596v2,02/09/2019 09:36,cs.CL,3105,2019
natural language adversarial defense through synonym encoding,http://arxiv.org/pdf/1909.06723v4,15/09/2019 04:35,cs.CL,3106,2019
"a lexical, syntactic, and semantic perspective for understanding style in text",http://arxiv.org/pdf/1909.08349v1,18/09/2019 11:55,cs.CL,3107,2019
measuring sentences similarity: a survey,http://arxiv.org/pdf/1910.03940v1,06/10/2019 10:21,cs.CL,3108,2019
a neural entity coreference resolution review,http://arxiv.org/pdf/1910.09329v2,21/10/2019 13:59,cs.CL,3109,2019
look-up and adapt: a one-shot semantic parser,http://arxiv.org/pdf/1910.12197v1,27/10/2019 06:56,cs.CL,3110,2019
learning to predict explainable plots for neural story generation,http://arxiv.org/pdf/1912.02395v2,05/12/2019 05:32,cs.CL,3115,2019
an analysis of attention over clinical notes for predictive tasks,http://arxiv.org/pdf/1904.03244v1,05/04/2019 20:22,cs.CL,3116,2019
generating animations from screenplays,http://arxiv.org/pdf/1904.05440v1,10/04/2019 22:04,cs.CL,3117,2019
controversy in context,http://arxiv.org/pdf/1908.07491v1,20/08/2019 18:07,cs.CL,3118,2019
meta-learning for low-resource natural language generation in task-oriented dialogue systems,http://arxiv.org/pdf/1905.05644v1,14/05/2019 15:35,cs.CL,3131,2019
selection bias explorations and debias methods for natural language sentence matching datasets,http://arxiv.org/pdf/1905.06221v4,15/05/2019 15:51,cs.CL,3132,2019
humbo: bridging response generation and facial expression synthesis,http://arxiv.org/pdf/1905.11240v3,24/05/2019 11:22,cs.CL,3133,2019
leveraging pre-trained checkpoints for sequence generation tasks,http://arxiv.org/pdf/1907.12461v2,29/07/2019 15:42,cs.CL,3134,2019
unsupervised bilingual lexicon induction from mono-lingual multimodal data,http://arxiv.org/pdf/1906.00378v1,02/06/2019 11:05,cs.CL,3215,2019
training compact models for low resource entity tagging using pre-trained language models,http://arxiv.org/pdf/1910.06294v2,14/10/2019 18:22,cs.CL,3216,2019
word embedding based new corpus for low-resourced language: sindhi,http://arxiv.org/pdf/1911.12579v3,28/11/2019 08:11,cs.CL,3217,2019
arabic natural language processing: an overview,http://arxiv.org/pdf/1903.02784v1,07/03/2019 09:22,cs.CL,3296,2019
neural grammatical error correction with finite state transducers,http://arxiv.org/pdf/1903.10625v2,25/03/2019 23:05,cs.CL,3297,2019
plain english summarization of contracts,http://arxiv.org/pdf/1906.00424v1,02/06/2019 16:27,cs.CL,3298,2019
out-of-vocabulary embedding imputation with grounded language information by graph convolutional networks,http://arxiv.org/pdf/1906.03753v2,10/06/2019 02:10,cs.CL,3299,2019
emotionx-ku: bert-max based contextual emotion classifier,http://arxiv.org/pdf/1906.11565v2,27/06/2019 12:46,cs.CL,3301,2019
mogrifier lstm,http://arxiv.org/pdf/1909.01792v2,04/09/2019 14:32,cs.CL,3303,2019
language models and automated essay scoring,http://arxiv.org/pdf/1909.09482v1,18/09/2019 19:50,cs.CL,3304,2019
self-attention based end-to-end hindi-english neural machine translation,http://arxiv.org/pdf/1909.09779v1,21/09/2019 07:16,cs.CL,3305,2019
a probabilistic assessment of the indo-aryan inner-outer hypothesis,http://arxiv.org/pdf/1912.01957v1,29/11/2019 20:09,cs.CL,3315,2019
end-to-end named entity recognition and relation extraction using pre-trained language models,http://arxiv.org/pdf/1912.13415v1,20/12/2019 19:47,cs.CL,3316,2019
word similarity datasets for thai: construction and evaluation,http://arxiv.org/pdf/1904.04307v1,08/04/2019 20:18,cs.CL,3320,2019
build it break it fix it for dialogue safety: robustness from adversarial human attack,http://arxiv.org/pdf/1908.06083v1,17/08/2019 19:34,cs.CL,3321,2019
fine-tuning bert for joint entity and relation extraction in chinese medical text,http://arxiv.org/pdf/1908.07721v2,21/08/2019 07:56,cs.CL,3322,2019
uniblock: scoring and filtering corpus with unicode block information,http://arxiv.org/pdf/1908.09716v1,26/08/2019 15:55,cs.CL,3323,2019
enriching conversation context in retrieval-based chatbots,http://arxiv.org/pdf/1911.02290v1,06/11/2019 10:24,cs.CL,3324,2019
not enough data? deep learning to the rescue!,http://arxiv.org/pdf/1911.03118v2,08/11/2019 08:30,cs.CL,3325,2019
bootstrapping nlu models with multi-task learning,http://arxiv.org/pdf/1911.06673v1,15/11/2019 14:47,cs.CL,3326,2019
language-independent sentiment analysis using subjectivity and positional information,http://arxiv.org/pdf/1911.12544v1,28/11/2019 05:55,cs.CL,3327,2019
evaluation of basic modules for isolated spelling error correction in polish texts,http://arxiv.org/pdf/1905.10810v1,26/05/2019 15:54,cs.CL,3346,2019
ernie 2.0: a continual pre-training framework for language understanding,http://arxiv.org/pdf/1907.12412v2,29/07/2019 14:25,cs.CL,3347,2019
information flow in pregroup models of natural language,http://arxiv.org/pdf/1811.03273v1,08/11/2018 05:10,cs.CL,21,2018
automatic language identification for romance languages using stop words and diacritics,http://arxiv.org/pdf/1806.05480v1,14/06/2018 12:38,cs.CL,82,2018
semantic parsing natural language into sparql: improving target language representation with neural attention,http://arxiv.org/pdf/1803.04329v1,12/03/2018 15:59,cs.CL,130,2018
sufisent - universal sentence representations using suffix encodings,http://arxiv.org/pdf/1802.07370v1,20/02/2018 23:08,cs.CL,157,2018
deep learning based natural language processing for end to end speech translation,http://arxiv.org/pdf/1808.04459v1,09/08/2018 15:21,cs.CL,165,2018
modular mechanistic networks: on bridging mechanistic and phenomenological models with deep neural networks in natural language processing,http://arxiv.org/pdf/1807.09844v2,21/07/2018 12:37,cs.CL,171,2018
natural language statistical features of lstm-generated texts,http://arxiv.org/pdf/1804.04087v2,10/04/2018 14:17,cs.CL,175,2018
assessing language models with scaling properties,http://arxiv.org/pdf/1804.08881v1,24/04/2018 08:58,cs.CL,182,2018
xnli: evaluating cross-lingual sentence representations,http://arxiv.org/pdf/1809.05053v1,13/09/2018 17:39,cs.CL,204,2018
fast and scalable expansion of natural language understanding functionality for intelligent agents,http://arxiv.org/pdf/1805.01542v1,03/05/2018 22:21,cs.CL,219,2018
attention boosted sequential inference model,http://arxiv.org/pdf/1812.01840v2,05/12/2018 07:24,cs.CL,220,2018
caesar: context awareness enabled summary-attentive reader,http://arxiv.org/pdf/1803.01335v1,04/03/2018 11:07,cs.CL,232,2018
quantifying uncertainties in natural language processing tasks,http://arxiv.org/pdf/1811.07253v1,18/11/2018 01:36,cs.CL,236,2018
addressee and response selection for multilingual conversation,http://arxiv.org/pdf/1808.03915v1,12/08/2018 10:37,cs.CL,254,2018
strategies for language identification in code-mixed low resource languages,http://arxiv.org/pdf/1810.07156v2,16/10/2018 18:35,cs.CL,255,2018
predicting concreteness and imageability of words within and across languages via word embeddings,http://arxiv.org/pdf/1807.02903v1,09/07/2018 01:44,cs.CL,256,2018
tools and resources for romanian text-to-speech and speech-to-text applications,http://arxiv.org/pdf/1802.05583v1,15/02/2018 14:50,cs.CL,268,2018
modeling language variation and universals: a survey on typological linguistics for natural language processing,http://arxiv.org/pdf/1807.00914v3,02/07/2018 23:09,cs.CL,287,2018
"zipf's law in languages: its structural pattern, linguistic interpretation, and cognitive motivation",http://arxiv.org/pdf/1807.01855v1,05/07/2018 07:03,cs.CL,302,2018
machine translation: a literature review,http://arxiv.org/pdf/1901.01122v1,28/12/2018 19:04,cs.CL,314,2018
e-snli: natural language inference with natural language explanations,http://arxiv.org/pdf/1812.01193v2,04/12/2018 03:15,cs.CL,321,2018
natural language processing for music knowledge discovery,http://arxiv.org/pdf/1807.02200v1,06/07/2018 01:07,cs.CL,341,2018
analysis methods in neural language processing: a survey,http://arxiv.org/pdf/1812.08951v2,21/12/2018 05:13,cs.CL,343,2018
towards a general-purpose linguistic annotation backend,http://arxiv.org/pdf/1812.05272v1,13/12/2018 05:33,cs.CL,352,2018
convolutional neural networks with recurrent neural filters,http://arxiv.org/pdf/1808.09315v1,28/08/2018 15:13,cs.CL,402,2018
lstms exploit linguistic attributes of data,http://arxiv.org/pdf/1805.11653v2,29/05/2018 19:44,cs.CL,426,2018
image-based natural language understanding using 2d convolutional neural networks,http://arxiv.org/pdf/1810.10401v2,24/10/2018 14:46,cs.CL,445,2018
natural language processing for information extraction,http://arxiv.org/pdf/1807.02383v1,06/07/2018 13:44,cs.CL,447,2018
how2: a large-scale dataset for multimodal language understanding,http://arxiv.org/pdf/1811.00347v2,01/11/2018 12:47,cs.CL,456,2018
lsicc: a large scale informal chinese corpus,http://arxiv.org/pdf/1811.10167v1,26/11/2018 03:58,cs.CL,521,2018
learning noun cases using sequential neural networks,http://arxiv.org/pdf/1810.03996v1,09/10/2018 15:01,cs.CL,540,2018
unsupervised part-of-speech induction,http://arxiv.org/pdf/1801.03564v1,10/01/2018 21:47,cs.CL,597,2018
ju_ks@sail_codemixed-2017: sentiment analysis for indian code mixed social media texts,http://arxiv.org/pdf/1802.05737v1,15/02/2018 20:02,cs.CL,628,2018
selecting machine-translated data for quick bootstrapping of a natural language understanding system,http://arxiv.org/pdf/1805.09119v1,23/05/2018 14:20,cs.CL,629,2018
natural language understanding for task oriented dialog in the biomedical domain in a low resources context,http://arxiv.org/pdf/1811.09417v2,23/11/2018 10:20,cs.CL,679,2018
the natural language decathlon: multitask learning as question answering,http://arxiv.org/pdf/1806.08730v1,20/06/2018 17:39,cs.CL,692,2018
analyzing roles of classifiers and code-mixed factors for sentiment identification,http://arxiv.org/pdf/1801.02581v2,08/01/2018 17:43,cs.CL,726,2018
contextual parameter generation for universal neural machine translation,http://arxiv.org/pdf/1808.08493v1,26/08/2018 02:17,cs.CL,750,2018
adapting word embeddings to new languages with morphological and phonological subword representations,http://arxiv.org/pdf/1808.09500v1,28/08/2018 20:11,cs.CL,751,2018
neural cross-lingual named entity recognition with minimal resources,http://arxiv.org/pdf/1808.09861v2,29/08/2018 15:55,cs.CL,752,2018
neural task representations as weak supervision for model agnostic cross-lingual transfer,http://arxiv.org/pdf/1811.01115v1,02/11/2018 22:52,cs.CL,753,2018
coarse-to-fine decoding for neural semantic parsing,http://arxiv.org/pdf/1805.04793v1,12/05/2018 23:06,cs.CL,814,2018
semantic parsing: syntactic assurance to target sentence using lstm encoder cfg-decoder,http://arxiv.org/pdf/1807.07108v1,18/07/2018 20:10,cs.CL,815,2018
unsupervised post-processing of word vectors via conceptor negation,http://arxiv.org/pdf/1811.11001v2,17/11/2018 20:12,cs.CL,828,2018
"comparing morphological complexity of spanish, otomi and nahuatl",http://arxiv.org/pdf/1808.04314v1,13/08/2018 17:16,cs.CL,846,2018
combining word feature vector method with the convolutional neural network for slot filling in spoken language understanding,http://arxiv.org/pdf/1806.06874v1,18/06/2018 19:13,cs.CL,848,2018
on learning an interpreted language with recurrent models,http://arxiv.org/pdf/1809.04128v3,11/09/2018 20:52,cs.CL,849,2018
modeling local dependence in natural language with multi-channel recurrent neural networks,http://arxiv.org/pdf/1811.05121v1,13/11/2018 06:22,cs.CL,884,2018
lisa: explaining recurrent neural network judgments via layer-wise semantic accumulation and example to pattern transformation,http://arxiv.org/pdf/1808.01591v1,05/08/2018 10:50,cs.CL,898,2018
hierarchical text generation using an outline,http://arxiv.org/pdf/1810.08802v1,20/10/2018 14:27,cs.CL,961,2018
paraphrase thought: sentence embedding module imitating human language recognition,http://arxiv.org/pdf/1808.05505v3,16/08/2018 15:20,cs.CL,976,2018
unsupervised separation of transliterable and native words for malayalam,http://arxiv.org/pdf/1803.09641v1,26/03/2018 16:01,cs.CL,977,2018
learning beyond datasets: knowledge graph augmented neural networks for natural language processing,http://arxiv.org/pdf/1802.05930v2,16/02/2018 13:38,cs.CL,994,2018
semantic sentence embeddings for paraphrasing and text summarization,http://arxiv.org/pdf/1809.10267v1,27/09/2018 00:38,cs.CL,1002,2018
using nlp on news headlines to predict index trends,http://arxiv.org/pdf/1806.09533v1,22/06/2018 16:37,cs.CL,1014,2018
concept-based embeddings for natural language processing,http://arxiv.org/pdf/1807.05519v1,15/07/2018 10:36,cs.CL,1024,2018
sentiment analysis of code-mixed languages leveraging resource rich languages,http://arxiv.org/pdf/1804.00806v1,03/04/2018 04:19,cs.CL,1081,2018
gender aware spoken language translation applied to english-arabic,http://arxiv.org/pdf/1802.09287v1,26/02/2018 13:26,cs.CL,1100,2018
dynamic natural language processing with recurrence quantification analysis,http://arxiv.org/pdf/1803.07136v1,19/03/2018 19:45,cs.CL,1281,2018
allennlp: a deep semantic natural language processing platform,http://arxiv.org/pdf/1803.07640v2,20/03/2018 20:32,cs.CL,1302,2018
glue: a multi-task benchmark and analysis platform for natural language understanding,http://arxiv.org/pdf/1804.07461v3,20/04/2018 07:35,cs.CL,1303,2018
identifying well-formed natural language questions,http://arxiv.org/pdf/1808.09419v1,28/08/2018 18:20,cs.CL,1355,2018
sequence-to-sequence models for data-to-text natural language generation: word- vs. character-based processing and output diversity,http://arxiv.org/pdf/1810.04864v1,11/10/2018 07:43,cs.CL,1356,2018
stochastic learning of nonstationary kernels for natural language modeling,http://arxiv.org/pdf/1801.03911v2,11/01/2018 18:24,cs.CL,1357,2018
encoding spatial relations from natural language,http://arxiv.org/pdf/1807.01670v2,04/07/2018 17:38,cs.CL,1359,2018
a system for automated image editing from natural language commands,http://arxiv.org/pdf/1812.01083v1,03/12/2018 21:12,cs.CL,1364,2018
automatic summarization of natural language,http://arxiv.org/pdf/1812.10549v1,18/12/2018 14:17,cs.CL,1365,2018
convolutional neural network compression for natural language processing,http://arxiv.org/pdf/1805.10796v1,28/05/2018 08:40,cs.CL,1395,2018
gender bias in neural natural language processing,http://arxiv.org/pdf/1807.11714v2,31/07/2018 10:27,cs.CL,1432,2018
frage: frequency-agnostic word representation,http://arxiv.org/pdf/1809.06858v2,18/09/2018 14:31,cs.CL,1433,2018
a multi-layer lstm-based approach for robot command interaction modeling,http://arxiv.org/pdf/1811.05242v1,13/11/2018 12:10,cs.CL,1434,2018
object ordering with bidirectional matchings for visual reasoning,http://arxiv.org/pdf/1804.06870v2,18/04/2018 19:39,cs.CL,1440,2018
a standardized project gutenberg corpus for statistical analysis of natural language and quantitative linguistics,http://arxiv.org/pdf/1812.08092v1,19/12/2018 17:10,cs.CL,1482,2018
learning to automatically generate fill-in-the-blank quizzes,http://arxiv.org/pdf/1806.04524v1,12/06/2018 14:53,cs.CL,1501,2018
neural drugnet,http://arxiv.org/pdf/1809.01500v1,31/08/2018 11:16,cs.CL,1502,2018
compact personalized models for neural machine translation,http://arxiv.org/pdf/1811.01990v1,05/11/2018 19:29,cs.CL,1503,2018
the importance of being recurrent for modeling hierarchical structure,http://arxiv.org/pdf/1803.03585v2,09/03/2018 16:13,cs.CL,1539,2018
unsupervised sense-aware hypernymy extraction,http://arxiv.org/pdf/1809.06223v1,17/09/2018 15:16,cs.CL,1540,2018
efficient human-like semantic representations via the information bottleneck principle,http://arxiv.org/pdf/1808.03353v1,09/08/2018 22:44,cs.CL,1579,2018
bert: pre-training of deep bidirectional transformers for language understanding,http://arxiv.org/pdf/1810.04805v2,11/10/2018 01:50,cs.CL,1581,2018
on the difficulty of a distributional semantics of spoken language,http://arxiv.org/pdf/1803.08869v2,23/03/2018 16:30,cs.CL,1582,2018
low-resource text classification using domain-adversarial learning,http://arxiv.org/pdf/1807.05195v2,13/07/2018 18:30,cs.CL,1583,2018
multitask and multilingual modelling for lexical analysis,http://arxiv.org/pdf/1809.02428v1,07/09/2018 13:07,cs.CL,1584,2018
transfer learning from lda to bilstm-cnn for offensive language detection in twitter,http://arxiv.org/pdf/1811.02906v1,07/11/2018 14:40,cs.CL,1586,2018
bootstrapping multilingual intent models via machine translation for dialog automation,http://arxiv.org/pdf/1805.04453v1,11/05/2018 16:42,cs.CL,1669,2018
attentive sequence-to-sequence learning for diacritic restoration of yorùbá language text,http://arxiv.org/pdf/1804.00832v2,03/04/2018 06:33,cs.CL,1674,2018
automatic language identification in texts: a survey,http://arxiv.org/pdf/1804.08186v2,22/04/2018 23:30,cs.CL,1691,2018
late ain't earley: a faster parallel earley parser,http://arxiv.org/pdf/1807.05642v1,16/07/2018 01:50,cs.CL,1759,2018
generating natural language adversarial examples,http://arxiv.org/pdf/1804.07998v2,21/04/2018 18:02,cs.CL,1773,2018
a survey of the usages of deep learning in natural language processing,http://arxiv.org/pdf/1807.10854v3,28/07/2018 00:11,cs.CL,1798,2018
a survey of the usages of deep learning in natural language processing,http://arxiv.org/pdf/1807.10854v3,28/07/2018 00:11,cs.CL,1806,2018
massively parallel cross-lingual learning in low-resource target language translation,http://arxiv.org/pdf/1804.07878v2,21/04/2018 03:18,cs.CL,1863,2018
top-down tree structured text generation,http://arxiv.org/pdf/1808.04865v1,14/08/2018 20:12,cs.CL,1910,2018
subgram: extending skip-gram word representation with substrings,http://arxiv.org/pdf/1806.06571v1,18/06/2018 10:31,cs.CL,1912,2018
a survey on neural network-based summarization methods,http://arxiv.org/pdf/1804.04589v1,19/03/2018 18:49,cs.CL,1913,2018
mizan: a large persian-english parallel corpus,http://arxiv.org/pdf/1801.02107v3,07/01/2018 00:48,cs.CL,1918,2018
"magnitude: a fast, efficient universal vector embedding utility package",http://arxiv.org/pdf/1810.11190v1,26/10/2018 06:04,cs.CL,1920,2018
char2char generation with reranking for the e2e nlg challenge,http://arxiv.org/pdf/1811.05826v1,04/11/2018 22:56,cs.CL,1921,2018
post-processing of word representations via variance normalization and dynamic embedding,http://arxiv.org/pdf/1808.06305v3,20/08/2018 05:51,cs.CL,1938,2018
deciding the status of controversial phonemes using frequency distributions; an application to semiconsonants in spanish,http://arxiv.org/pdf/1808.07166v1,22/08/2018 01:32,cs.CL,1958,2018
can lstm learn to capture agreement? the case of basque,http://arxiv.org/pdf/1809.04022v4,11/09/2018 17:44,cs.CL,1961,2018
semi-supervised methods for out-of-domain dependency parsing,http://arxiv.org/pdf/1810.02100v1,04/10/2018 09:41,cs.CL,1969,2018
important attribute identification in knowledge graph,http://arxiv.org/pdf/1810.05320v1,12/10/2018 03:19,cs.CL,1970,2018
simplifying neural machine translation with addition-subtraction twin-gated recurrent networks,http://arxiv.org/pdf/1810.12546v1,30/10/2018 06:55,cs.CL,1971,2018
embedding individual table columns for resilient sql chatbots,http://arxiv.org/pdf/1811.00633v1,01/11/2018 21:03,cs.CL,1972,2018
the best of both worlds: lexical resources to improve low-resource part-of-speech tagging,http://arxiv.org/pdf/1811.08757v1,21/11/2018 14:36,cs.CL,1973,2018
exploring the importance of context and embeddings in neural ner models for task-oriented dialogue systems,http://arxiv.org/pdf/1812.02370v1,06/12/2018 06:53,cs.CL,1974,2018
variational cross-domain natural language generation for spoken dialogue systems,http://arxiv.org/pdf/1812.08879v1,20/12/2018 22:53,cs.CL,1975,2018
modeling natural language emergence with integral transform theory and reinforcement learning,http://arxiv.org/pdf/1812.01431v1,30/11/2018 19:12,cs.CL,2057,2018
learning word vectors for languages,http://arxiv.org/pdf/1802.06893v2,19/02/2018 22:32,cs.CL,2089,2018
lidioms: a multilingual linked idioms data set,http://arxiv.org/pdf/1802.08148v1,22/02/2018 16:38,cs.CL,2090,2018
towards end-to-end spoken language understanding,http://arxiv.org/pdf/1802.08395v1,23/02/2018 05:39,cs.CL,2091,2018
reducing gender bias in abusive language detection,http://arxiv.org/pdf/1808.07231v1,22/08/2018 07:00,cs.CL,2102,2018
how agents see things: on visual representations in an emergent language game,http://arxiv.org/pdf/1808.10696v2,31/08/2018 12:56,cs.CL,2103,2018
a factoid question answering system for vietnamese,http://arxiv.org/pdf/1803.00712v3,02/03/2018 04:10,cs.CL,2105,2018
learningword embeddings for low-resource languages by pu learning,http://arxiv.org/pdf/1805.03366v1,09/05/2018 05:05,cs.CL,2106,2018
modeling language vagueness in privacy policies using deep neural networks,http://arxiv.org/pdf/1805.10393v1,26/05/2018 00:13,cs.CL,2107,2018
navigating with graph representations for fast and scalable decoding of neural language models,http://arxiv.org/pdf/1806.04189v1,11/06/2018 19:57,cs.CL,2108,2018
extractive summary as discrete latent variables,http://arxiv.org/pdf/1811.05542v2,14/11/2018 02:02,cs.CL,2124,2018
machine translation : from statistical to modern deep-learning practices,http://arxiv.org/pdf/1812.04238v1,11/12/2018 07:04,cs.CL,2125,2018
residualized factor adaptation for community social media prediction tasks,http://arxiv.org/pdf/1808.09479v1,28/08/2018 19:23,cs.CL,2269,2018
a sheaf model of contradictions and disagreements. preliminary report and discussion,http://arxiv.org/pdf/1801.09036v1,27/01/2018 05:13,cs.CL,2296,2018
the interplay between lexical resources and natural language processing,http://arxiv.org/pdf/1807.00571v1,02/07/2018 10:53,cs.CL,2322,2018
explaining queries over web tables to non-experts,http://arxiv.org/pdf/1808.04614v1,14/08/2018 11:23,cs.CL,2373,2018
deep bayesian active learning for natural language processing: results of a large-scale empirical study,http://arxiv.org/pdf/1808.05697v3,16/08/2018 23:46,cs.CL,2374,2018
lexnlp: natural language processing and information extraction for legal and regulatory texts,http://arxiv.org/pdf/1806.03688v1,10/06/2018 17:55,cs.CL,2376,2018
"automated fact checking: task formulations, methods and future directions",http://arxiv.org/pdf/1806.07687v2,20/06/2018 13:13,cs.CL,2377,2018
vncorenlp: a vietnamese natural language processing toolkit,http://arxiv.org/pdf/1801.01331v2,04/01/2018 12:52,cs.CL,2404,2018
abstractive summarization using attentive neural techniques,http://arxiv.org/pdf/1810.08838v1,20/10/2018 19:24,cs.CL,2405,2018
proactive security: embedded ai solution for violent and abusive speech recognition,http://arxiv.org/pdf/1810.09431v1,22/10/2018 18:56,cs.CL,2406,2018
bayesian compression for natural language processing,http://arxiv.org/pdf/1810.10927v2,25/10/2018 16:27,cs.CL,2408,2018
combining axiom injection and knowledge base completion for efficient natural language inference,http://arxiv.org/pdf/1811.06203v1,15/11/2018 06:40,cs.CL,2409,2018
building a lemmatizer and a spell-checker for sorani kurdish,http://arxiv.org/pdf/1809.10763v1,27/09/2018 22:00,cs.CL,2524,2018
a combined cnn and lstm model for arabic sentiment analysis,http://arxiv.org/pdf/1807.02911v3,09/07/2018 02:41,cs.CL,2646,2018
inflection-tolerant ontology-based named entity recognition for real-time applications,http://arxiv.org/pdf/1812.02119v1,05/12/2018 17:17,cs.CL,2647,2018
computing word classes using spectral clustering,http://arxiv.org/pdf/1808.05374v1,16/08/2018 09:11,cs.CL,2678,2018
pragmatic approach to structured data querying via natural language interface,http://arxiv.org/pdf/1807.00791v1,02/07/2018 18:24,cs.CL,2718,2018
network features based co-hyponymy detection,http://arxiv.org/pdf/1802.04609v1,13/02/2018 13:22,cs.CL,2807,2018
iterative recursive attention model for interpretable sequence classification,http://arxiv.org/pdf/1808.10503v1,30/08/2018 21:19,cs.CL,2819,2018
automatic detection of online jihadist hate speech,http://arxiv.org/pdf/1803.04596v1,13/03/2018 02:09,cs.CL,2825,2018
attention on attention: architectures for visual question answering (vqa),http://arxiv.org/pdf/1803.07724v1,21/03/2018 03:05,cs.CL,2826,2018
binarizer at semeval-2018 task 3: parsing dependency and deep learning for irony detection,http://arxiv.org/pdf/1805.01112v1,03/05/2018 05:53,cs.CL,2827,2018
towards inference-oriented reading comprehension: parallelqa,http://arxiv.org/pdf/1805.03830v1,10/05/2018 06:47,cs.CL,2828,2018
mixed-precision training for nlp and speech recognition with openseq2seq,http://arxiv.org/pdf/1805.10387v2,25/05/2018 23:54,cs.CL,2829,2018
convolutional neural networks for chemical-disease relation extraction are improved with character-based word embeddings,http://arxiv.org/pdf/1805.10586v1,27/05/2018 07:25,cs.CL,2830,2018
"incremental natural language processing: challenges, strategies, and evaluation",http://arxiv.org/pdf/1805.12518v2,31/05/2018 16:29,cs.CL,2831,2018
extracting parallel sentences with bidirectional recurrent neural networks to improve machine translation,http://arxiv.org/pdf/1806.05559v2,13/06/2018 14:57,cs.CL,2832,2018
affordance extraction and inference based on semantic role labeling,http://arxiv.org/pdf/1809.00589v1,03/09/2018 14:11,cs.CL,2833,2018
emrqa: a large corpus for question answering on electronic medical records,http://arxiv.org/pdf/1809.00732v1,03/09/2018 22:56,cs.CL,2834,2018
attentive semantic role labeling with boundary indicator,http://arxiv.org/pdf/1809.02796v1,08/09/2018 13:49,cs.CL,2835,2018
transfer and multi-task learning for noun-noun compound interpretation,http://arxiv.org/pdf/1809.06748v1,18/09/2018 15:01,cs.CL,2837,2018
deformable stacked structure for named entity recognition,http://arxiv.org/pdf/1809.08730v2,24/09/2018 03:42,cs.CL,2838,2018
lstms with attention for aggression detection,http://arxiv.org/pdf/1807.06151v1,17/07/2018 00:35,cs.CL,2866,2018
twitter sentiment analysis system,http://arxiv.org/pdf/1807.07752v1,20/07/2018 10:19,cs.CL,2867,2018
predicting the semantic textual similarity with siamese cnn and lstm,http://arxiv.org/pdf/1810.10641v1,24/10/2018 23:08,cs.CL,2868,2018
word embedding based edit distance,http://arxiv.org/pdf/1810.10752v1,25/10/2018 08:50,cs.CL,2869,2018
hate speech detection from code-mixed hindi-english tweets using deep learning models,http://arxiv.org/pdf/1811.05145v1,13/11/2018 07:49,cs.CL,2870,2018
an introductory survey on attention mechanisms in nlp problems,http://arxiv.org/pdf/1811.05544v1,12/11/2018 16:19,cs.CL,2871,2018
an empirical evaluation of amr parsing for legal documents,http://arxiv.org/pdf/1811.08078v1,20/11/2018 05:12,cs.CL,2872,2018
correcting the common discourse bias in linear representation of sentences using conceptors,http://arxiv.org/pdf/1811.11002v1,17/11/2018 20:20,cs.CL,2873,2018
are all languages equally hard to language-model?,http://arxiv.org/pdf/1806.03743v2,11/06/2018 00:24,cs.CL,2962,2018
a survey on natural language processing for fake news detection,http://arxiv.org/pdf/1811.00770v2,02/11/2018 08:10,cs.CL,3013,2018
a quantitative evaluation of natural language question interpretation for question answering systems,http://arxiv.org/pdf/1809.07485v1,20/09/2018 06:49,cs.CL,3045,2018
multi-task learning for universal sentence embeddings: a thorough evaluation using transfer and auxiliary tasks,http://arxiv.org/pdf/1804.07911v2,21/04/2018 08:53,cs.CL,3046,2018
urdu word segmentation using conditional random fields (crfs),http://arxiv.org/pdf/1806.05432v1,14/06/2018 10:39,cs.CL,3112,2018
categorization of semantic roles for dictionary definitions,http://arxiv.org/pdf/1806.07711v1,20/06/2018 14:14,cs.CL,3113,2018
building an ellipsis-aware chinese dependency treebank for web text,http://arxiv.org/pdf/1801.06613v2,20/01/2018 01:59,cs.CL,3127,2018
semantically-aligned equation generation for solving and reasoning math word problems,http://arxiv.org/pdf/1811.00720v2,02/11/2018 03:04,cs.CL,3128,2018
approach for semi-automatic construction of anti-infective drug ontology based on entity linking,http://arxiv.org/pdf/1812.01887v1,05/12/2018 10:08,cs.CL,3129,2018
